UID         PID   PPID  C STIME TTY          TIME CMD
pates     19748 141934  0 Aug13 pts/190  00:00:00 -bash
kristib+  19884  69437  0 15:15 pts/307  00:00:00 -bash
kristib+  19919  69437  0 15:15 pts/312  00:00:00 -bash
tiroffp   19931  84085  0 Sep10 pts/263  00:00:02 vim client
kristib+  19955  69437  0 15:15 pts/317  00:00:00 -bash
mark2020  19956  56604  0 Feb13 pts/87   00:00:00 -bash
mark2020  19994 145498  0 Feb11 pts/8    00:00:00 vim exp.h
kristib+  20298  19955  0 15:16 pts/317  00:00:01 vim myScript.sh
dooleyd1  20359  64395  0 Aug16 pts/215  00:00:00 -bash
miishin   20662      1  0 Sep07 ?        00:00:00 ssh-agent -s
root      20672      2  0 15:19 ?        00:00:02 [kworker/3:1]
zilby     20690      1  0 15:20 ?        00:00:00 ssh-agent -s
miishin   20716      1  0 Sep07 ?        00:00:00 ssh-agent -s
miishin   20720      1  0 Sep07 ?        00:00:00 ssh-agent -s
dhenry    20759 113900  0 Jul26 pts/221  00:00:00 vim hack.c
miishin   20867      1  0 Sep07 ?        00:00:00 ssh-agent -s
zilby     20971      1  0 15:24 ?        00:00:00 ssh-agent -s
dooleyd1  21629  20359  0 Aug16 pts/215  00:00:00 ssh -Y dooleyd1@login.ccs.neu.edu
root      21630      1  0 Aug16 ?        00:00:00 sshd: dooleyd1 [priv]
dooleyd1  21647  21630  0 Aug16 ?        00:00:00 sshd: dooleyd1@pts/207
dooleyd1  21648  21647  0 Aug16 pts/207  00:00:00 -bash
root      21651 127891  0 18:20 ?        00:00:00 sshd: hengjuat [priv]
hengjuat  21656  21651  0 18:20 ?        00:00:05 sshd: hengjuat@pts/247
hengjuat  21657  21656  0 18:20 pts/247  00:00:00 -bash
root      21822      2  0 Jan01 ?        00:25:18 [kworker/14:1H]
15696     22163      1  0 Apr27 ?        00:00:00 ssh-agent
raihans   22261  99562  0 Feb11 pts/133  00:00:00 -bash
kylesfe+  22633      1  0 Sep10 ?        00:00:03 tmux new zsh
kylesfe+  22634  22633  0 Sep10 pts/273  00:00:00 zsh
root      22748      2  0 18:25 ?        00:00:00 [kworker/u289:2]
root      23080 127891  0 18:27 ?        00:00:00 sshd: carltonm [priv]
14823     23094  11817  0 Mar15 pts/152  00:00:00 -bash
14823     23130  11817  0 Mar15 pts/155  00:00:00 -bash
root      23159      2  0 15:35 ?        00:00:02 [kworker/9:2]
carltonm  23188  23080  0 18:27 ?        00:00:00 sshd: carltonm@notty
carltonm  23189  23188  0 18:27 ?        00:00:00 /usr/libexec/openssh/sftp-server
dhenry    23190  38067  0 Jul26 pts/216  00:00:00 -bash
artpol    23246      1  0 Aug02 ?        00:00:00 /usr/bin/knotify4
15696     23570      1  0 Apr27 ?        00:00:00 ssh-agent
thomasa+  23656 120693  0 Aug02 pts/217  00:00:00 -bash
thomasa+  23693 120693  0 Aug02 pts/235  00:00:00 -bash
thomasa+  23751  23693  0 Aug02 pts/235  00:00:00 vim README.md
mark2020  23799  56604  0 Feb13 pts/88   00:00:00 -bash
15696     23951      1  0 Apr27 ?        00:00:00 ssh-agent
root      24009 127891  0 15:43 ?        00:00:00 sshd: raytrebicka [priv]
raytreb+  24031  24009  0 15:43 ?        00:00:01 sshd: raytrebicka@pts/280
raytreb+  24032  24031  0 15:43 pts/280  00:00:00 -bash
dooleyd1  24075  21648  0 Aug16 pts/207  00:00:00 vim painters.c
artpol    24198      1  0 Aug02 ?        00:00:00 /usr/bin/knotify4
kristib+  24341  69437  0 15:46 pts/282  00:00:00 -bash
kristib+  24376  69437  0 15:46 pts/339  00:00:00 -bash
evanogra  24391      1  0 Jan23 ?        00:09:14 gpg-agent --daemon --use-standard-socket
kristib+  24466  69437  0 15:46 pts/352  00:00:00 -bash
kristib+  24513  24466  0 15:46 pts/352  00:00:01 vim myScript.sh
14823     25439  23094  0 Mar15 pts/152  00:00:02 vim crawler.py
gpreston  25723      1  0 Jan23 ?        00:09:13 gpg-agent --daemon --use-standard-socket
15696     27318      1  0 Apr27 ?        00:00:00 ssh-agent
raihans   28090  22261  0 Feb11 pts/133  00:00:00 vim sexp.h
root      28437      2  0 Aug09 ?        00:01:11 [kworker/18:0]
root      28924      2  0 16:02 ?        00:00:01 [kworker/23:0]
15696     29649      1  0 Apr27 ?        00:00:00 ssh-agent
mark2020  29906  56604  0 Feb13 pts/81   00:00:00 -bash
mark2020  30580  56604  0 Feb13 pts/89   00:00:00 -bash
mark2020  30603  56604  0 Jan27 pts/43   00:00:00 -bash
mark2020  30649  56604  0 Jan27 pts/44   00:00:00 -bash
jkemly    30736 105717  0 16:03 pts/358  00:00:00 -bash
jkemly    30774 105717  0 16:03 pts/354  00:00:00 -bash
jkemly    30823  30736  0 16:03 pts/358  00:00:00 vim myScript.sh
wangdiyi  30981      1  0 Sep10 ?        00:00:31 tmux new -s remote
wangdiyi  30982  30981  0 Sep10 pts/123  00:00:00 -bash
jhalaa    31011      1  0 Apr18 ?        00:00:00 ./homework -image /tmp/jhalaa-disk1.img /tmp/test3
pates     31195 141934  0 Aug30 pts/213  00:00:00 -bash
jennsch+  31874 146126  0 Aug10 pts/242  00:00:00 -bash
pates     31907  19712  0 Aug13 pts/189  00:00:00 vim threads.c
jennsch+  31913 146126  0 Aug10 pts/259  00:00:00 -bash
jennsch+  31955  31913  0 Aug10 pts/259  00:00:00 vim shell.c
15696     32064      1  0 Apr27 ?        00:00:00 ssh-agent
hgieralt  33022      1  0 Sep10 ?        00:00:00 ssh-agent -s
jkemly    33412 105717  0 Sep10 pts/313  00:00:00 -bash
jkemly    33447 105717  0 Sep10 pts/319  00:00:00 -bash
15696     35157      1  0 May01 ?        00:00:00 ssh-agent
mark2020  36009  56604  0 Feb10 pts/25   00:00:00 -bash
kasi050+  36040      1  0 Apr25 ?        00:58:18 tmux
kasi050+  36041  36040  0 Apr25 pts/19   00:00:00 -bash
root      37165      2  0 16:57 ?        00:00:00 [kworker/22:2]
15696     37185      1  0 Apr27 ?        00:00:00 ssh-agent
wangdiyi  37583  30981  0 Sep10 pts/334  00:00:00 -bash
mark2020  37675  56604  0 Feb10 pts/105  00:00:00 -bash
thomasa+  37915 120693  0 Aug01 pts/220  00:00:00 -bash
thomasa+  37963 120693  0 Aug01 pts/222  00:00:00 -bash
thomasa+  38016  37915  0 Aug01 pts/220  00:00:00 vim README.md
dhenry    38067      1  0 Jul23 ?        00:24:37 tmux
dhenry    38068  38067  0 Jul23 pts/170  00:00:00 -bash
dhenry    38111  38067  0 Jul23 pts/192  00:00:00 -bash
thomasa+  38393  37963  0 Aug01 pts/222  00:00:00 git commit hello.s
thomasa+  38394  38393  0 Aug01 pts/222  00:00:00 vi .git/COMMIT_EDITMSG
root      38847      2  0 Jan01 ?        00:00:00 [kworker/29:1H]
thomasa+  39144 120693  0 Aug01 pts/223  00:00:00 -bash
thomasa+  39184 120693  0 Aug01 pts/224  00:00:00 -bash
root      39283      2  0 Sep10 ?        00:00:01 [kworker/27:1]
root      39285      2  0 Sep10 ?        00:00:04 [kworker/19:0]
thomasa+  39290  39184  0 Aug01 pts/224  00:00:00 vim README.md
kasi050+  39328  36040  0 Apr25 pts/27   00:00:00 -bash
kasi050+  39403  36040  0 Apr25 pts/41   00:00:00 -bash
mark2020  39414  56604  0 Mar08 pts/21   00:00:01 -bash
mark2020  39454  56604  0 Mar08 pts/121  00:00:00 -bash
root      39481      2  0 Aug10 ?        00:00:51 [kworker/30:0]
root      39628      2  0 Jan01 ?        00:00:02 [kworker/12:1H]
xueguang  41002      1  0 Feb14 ?        00:00:00 git-credential-cache--daemon /home/xueguang/.git-credential-cache/socket
jkemly    41060 105717  0 17:13 pts/373  00:00:00 -bash
jkemly    41096 105717  0 17:13 pts/374  00:00:00 -bash
bennye    41387      1  0 May31 ?        00:00:00 SCREEN
bennye    41388  41387  0 May31 pts/141  00:00:00 /bin/bash
sinhaso+  41429  85245  0 Jan30 pts/13   00:00:01 vim Program1.c
uniquer+  41997 113723  0 Sep10 pts/378  00:00:00 -bash
uniquer+  42041 113723  0 Sep10 pts/379  00:00:00 -bash
14397     42043      1  0 Feb05 ?        01:31:51 tmux new-session -s work
14397     42044  42043  0 Feb05 pts/63   00:00:00 -bash
root      42542      2  0 Sep10 ?        00:00:00 [kworker/26:0]
mark2020  42645  12593  0 Feb14 pts/58   00:00:00 man 3 pipe
mikeshah  42661 114718  0 Jun06 pts/129  00:00:00 -bash
mark2020  42662  42645  0 Feb14 pts/58   00:00:00 less -s
mark2020  43322  56604  0 Feb03 pts/77   00:00:00 -bash
mark2020  43785  56604  0 Feb03 pts/78   00:00:00 -bash
mark2020  43843  56604  0 Feb03 pts/79   00:00:00 -bash
thomasa+  44058 120693  0 Aug16 pts/243  00:00:00 -bash
17179     44129      1  0 Feb18 ?        01:06:34 tmux
17179     44130  44129  0 Feb18 pts/70   00:00:00 -bash
17179     44171  44129  0 Feb18 pts/73   00:00:00 -bash
thomasa+  44184 120693  0 Aug16 pts/150  00:00:00 -bash
17179     44208  44129  0 Feb18 pts/76   00:00:00 -bash
loakley   44326      1  0 Mar06 ?        00:00:00 -bash
pates     45022 141934  0 Aug13 pts/174  00:00:00 -bash
pates     45058 141934  0 Aug13 pts/175  00:00:00 -bash
mark2020  45168   8407  0 Feb19 pts/127  00:00:00 vim ssort.c
root      45487      1  0 Apr03 ?        01:28:10 /usr/sbin/automount --pid-file /run/autofs.pid
mark2020  45860  56604  0 Feb19 pts/104  00:00:00 -bash
uniquer+  46084 113723  0 Sep10 pts/314  00:00:00 -bash
uniquer+  46119 113723  0 Sep10 pts/357  00:00:00 -bash
mark2020  46385  56604  0 Feb13 pts/18   00:00:00 -bash
root      46815      2  0 Sep10 ?        00:00:01 [kworker/31:2]
jhalaa    47189      1  0 Apr18 ?        00:00:00 ./homework -image /tmp/jhalaa-disk1.img test-3-temp
calvi44+  47208 108395  0 Sep10 pts/287  00:00:00 -bash
mtang     47474      1  0 Sep10 ?        00:00:00 ssh-agent -s
mark2020  47501  56604  0 Feb13 pts/62   00:00:00 -bash
vabakum+  47854      1  0 Sep10 ?        00:00:35 tmux
vabakum+  47855  47854  0 Sep10 pts/388  00:00:00 -bash
ivan8iv+  47972      1  0 Mar19 ?        00:06:41 tmux
ivan8iv+  47973  47972  0 Mar19 pts/137  00:00:00 -bash
ivan8iv+  48010  47973  0 Mar19 pts/137  00:00:00 zsh
root      48195      2  0 Jan01 ?        00:06:04 [kworker/16:1H]
4erikw    48345 104958  0 Sep10 pts/309  00:00:00 -bash
colemcl+  48359  61513  0 Jul18 pts/147  00:00:00 -bash
4erikw    48381 104958  0 Sep10 pts/311  00:00:00 -bash
4erikw    48422  48381  0 Sep10 pts/311  00:00:00 vim myScript.sh
annied93  48490      1  0 Jun18 ?        00:00:00 bash
annied93  48493      1  0 Jun18 ?        00:00:00 sh
annied93  48498      1  0 Jun18 ?        00:00:00 ./sh
annied93  48500  48498  0 Jun18 ?        00:00:00 ./sh
mark2020  48504  39414  0 Mar08 pts/21   00:00:01 vim hmalloc.c
annied93  48522      1  0 Jun18 ?        00:00:00 ./sh
annied93  48523  48522  0 Jun18 ?        00:00:00 ./sh
vabakum+  48621  47854  0 Sep10 pts/316  00:00:00 -bash
zhangle+  49201      1  0 Jul16 ?        00:32:19 tmux
zhangle+  49202  49201  0 Jul16 pts/157  00:00:00 -bash
mlin      49239      1  0 Jan31 ?        00:00:00 /bin/sh -c (sleep 3 && kill -12 `pgrep -n hello` && \     sleep 2 && pkill -9 -n hello && make restart) &
zhangle+  49250  49202  0 Jul16 pts/157  00:00:00 vim linkedlist.c
mlin      49278  49239  0 Jan31 ?        00:00:00 make restart
mlin      49279  49278  0 Jan31 ?        00:05:59 [myrestart]
iwalker+  49557  65742  0 Sep09 pts/168  00:00:00 -bash
pates     49565  45022  0 Aug13 pts/174  00:00:00 vim threads.c
iwalker+  49798  65742  0 Sep09 pts/227  00:00:00 -bash
raihans   49915  19549  0 Feb11 pts/132  00:00:00 vim sexp.c
jrafkind  50016      1  0 Feb18 ?        01:07:17 tmux
jrafkind  50017  50016  0 Feb18 pts/86   00:00:00 -bash
jrafkind  50099  50016  0 Feb18 pts/90   00:00:00 -bash
root      50156      1  0 Jan19 ?        00:01:43 /usr/libexec/upowerd
mikeshah  50165 114718  0 Jun07 pts/61   00:00:00 -bash
root      50176      1  0 Jan19 ?        00:10:59 /usr/lib/udisks2/udisksd --no-debug
acrisara  50270      1  0 Jan30 ?        00:58:27 tmux new -s test
acrisara  50271  50270  0 Jan30 pts/46   00:00:00 -bash
pates     50288 141934  0 Aug13 pts/28   00:00:00 -bash
pates     50325 141934  0 Aug13 pts/55   00:00:00 -bash
acrisara  50327  50270  0 Jan30 pts/49   00:00:00 -bash
pates     50372  50288  0 Aug13 pts/28   00:00:02 vim threads.c
kasi050+  50502  36040  0 Apr25 pts/102  00:00:00 -bash
mark2020  50814  45860  0 Feb19 pts/104  00:00:02 vim ssort.c
uniquer+  50888 113723  0 Sep10 pts/395  00:00:00 -bash
uniquer+  50925 113723  0 Sep10 pts/396  00:00:00 -bash
14397     53152  42043  0 Feb07 pts/4    00:00:00 -bash
bachngu+  53779      1  0 Feb21 ?        00:00:00 ./ssort 4 data.dat
bachngu+  53967      1  0 Feb21 ?        00:00:00 ./ssort 4 data.dat
root      54206 127891  0 Sep09 ?        00:00:00 sshd: awjacks [priv]
awjacks   54216  54206  0 Sep09 ?        00:00:00 sshd: awjacks@pts/122
awjacks   54217  54216  0 Sep09 pts/122  00:00:00 -bash
root      54304 127891  0 Sep09 ?        00:00:00 sshd: awjacks [priv]
awjacks   54306  54304  0 Sep09 ?        00:00:00 sshd: awjacks@pts/198
awjacks   54307  54306  0 Sep09 pts/198  00:00:00 -bash
uniquer+  55441  50888  0 Sep10 pts/395  00:00:00 man ls
uniquer+  55454  55441  0 Sep10 pts/395  00:00:00 less -s
root      55649 127891  0 18:40 ?        00:00:00 sshd: jacksonneal [priv]
jackson+  55695  55649  0 18:40 ?        00:00:00 sshd: jacksonneal@pts/359
jackson+  55696  55695  0 18:40 pts/359  00:00:00 -bash
root      56034      2  0 18:42 ?        00:00:00 [kworker/0:1]
root      56041 127891  0 18:42 ?        00:00:00 sshd: calvi4455 [priv]
calvi44+  56053  56041  0 18:42 ?        00:00:02 sshd: calvi4455@pts/320
calvi44+  56054  56053  0 18:42 pts/320  00:00:01 -bash
jhalaa    56594      1  0 Apr18 ?        00:00:00 ./homework -image /tmp/jhalaa-disk1.img p
mark2020  56604      1  0 Jan26 ?        04:54:16 tmux
mark2020  56606  56604  0 Jan26 pts/0    00:00:00 -bash
root      57056 127891  0 18:50 ?        00:00:00 sshd: djds [priv]
djds      57059  57056  0 18:50 ?        00:00:00 sshd: djds@pts/277
djds      57060  57059  0 18:50 pts/277  00:00:00 -bash
jkemly    57926 105717  0 18:55 pts/340  00:00:00 -bash
jkemly    57966 105717  0 18:56 pts/341  00:00:00 -bash
root      58635      2  0 19:03 ?        00:00:01 [kworker/17:0]
mark2020  58811  30649  0 Jan27 pts/44   00:00:00 ./tokens
onespho+  58846      1  0 Feb22 ?        00:00:00 /bin/sh -c (sleep 3 && kill -12 `pgrep -n hello` && \ sleep 2 && pkill -9 -n hello && make restart) & 
onespho+  58859  58846  0 Feb22 ?        00:00:00 make restart
onespho+  58865  58859  0 Feb22 ?        00:05:45 [myrestart]
root      59010 127891  0 19:07 ?        00:00:00 sshd: amielmon [priv]
amielmon  59016  59010  0 19:07 ?        00:00:02 sshd: amielmon@pts/261
amielmon  59017  59016  0 19:07 pts/261  00:00:00 -bash
mark2020  59025  56606  0 Jan26 pts/0    00:00:01 vim tokens.c
mark2020  59131  56604  0 Mar23 pts/39   00:00:00 -bash
dpatel98  59241      1  0 19:08 ?        00:00:03 tmux
dpatel98  59242  59241  0 19:08 pts/252  00:00:00 -bash
root      59254      2  0 Aug10 ?        00:01:14 [kworker/16:2]
mark2020  59325  56604  0 Mar23 pts/6    00:00:00 -bash
zhangle+  59419      1  0 Jul13 ?        00:02:18 gpg-agent --daemon --use-standard-socket
vraval48  59430      1  0 May27 ?        00:00:00 /bin/sh -c (sleep 3 && kill -12 `pgrep -n hello` && \ ?sleep 2 && pkill -9 -n hello && make restart) &
vraval48  59442  59430  0 May27 ?        00:00:00 make restart
vraval48  59443  59442  0 May27 ?        00:03:05 [myrestart]
mark2020  59638  56604  0 Feb19 pts/135  00:00:00 -bash
mark2020  59751  59638  0 Feb19 pts/135  00:00:00 vim float_vec.c
calvi44+  59812  47208  0 Sep10 pts/287  00:00:00 vim parser.c
root      60158      2  0 19:21 ?        00:00:00 [kworker/17:2]
root      60380 127891  0 19:23 ?        00:00:00 sshd: akernst [priv]
akernst   60385  60380  0 19:23 ?        00:00:00 sshd: akernst@pts/321
akernst   60386  60385  0 19:23 pts/321  00:00:00 -bash
mark2020  60416 126007  0 Feb11 pts/94   00:00:00 vim exp.c
kingma    60810      1  0 Aug09 ?        00:08:38 tmux
kingma    60811  60810  0 Aug09 pts/184  00:00:00 -bash
kingma    60878  60810  0 Aug09 pts/225  00:00:00 -bash
tejas19+  60901      1  0 May23 ?        00:00:00 valgrind --tool=memcheck --vgdb=yes --vgdb-error=0 ./queue_array
kingma    60930  60878  0 Aug09 pts/225  00:00:00 vim parse.c
tejas19+  61186      1  0 May23 ?        00:00:00 valgrind --tool=memcheck --vgdb=yes --vgdb-error=0 ./queue_array
colemcl+  61513      1  0 Jul11 ?        00:30:33 tmux
colemcl+  61514  61513  0 Jul11 pts/136  00:00:00 -bash
sinhaso+  61520  85244  0 Jan30 pts/65   00:00:00 -bash
colemcl+  61573  61513  0 Jul11 pts/161  00:00:00 -bash
root      62261 127891  0 17:30 ?        00:00:00 sshd: simonc99 [priv]
simonc99  62274  62261  0 17:30 ?        00:00:00 sshd: simonc99@pts/377
simonc99  62275  62274  0 17:30 pts/377  00:00:00 -bash
sinhaso+  62277  85244  0 Jan30 pts/45   00:00:00 -bash
root      62385 127891  0 17:31 ?        00:00:00 sshd: ninja3047 [priv]
ninja30+  62387  62385  0 17:31 ?        00:00:00 sshd: ninja3047@pts/380
ninja30+  62388  62387  0 17:31 pts/380  00:00:00 -bash
15869     62455      1  0 Feb22 ?        01:17:19 tmux
15869     62456  62455  0 Feb22 pts/32   00:00:00 -bash
root      62631      2  0 17:32 ?        00:00:00 [kworker/27:2]
thomasa+  62698 120693  0 Aug01 pts/204  00:00:00 -bash
thomasa+  62738 120693  0 Aug01 pts/248  00:00:00 -bash
dhenry    62748  38067  0 Jul24 pts/53   00:00:00 -bash
dhenry    62897  38067  0 Jul24 pts/66   00:00:00 -bash
dhenry    63273  38067  0 Jul24 pts/165  00:00:00 -bash
billyxu+  63313      1  0 Sep09 ?        00:01:06 tmux
billyxu+  63314  63313  0 Sep09 pts/240  00:00:00 -bash
dhenry    63407  62748  0 Jul24 pts/53   00:00:01 vim queue_array.c
billyxu+  63511  63313  0 Sep09 pts/260  00:00:00 -bash
wongbre   63556      1  0 Mar02 ?        00:00:00 ssh-agent -s
root      64107      2  0 17:32 ?        00:00:00 [kworker/28:5]
root      64164 127891  0 19:29 ?        00:00:00 sshd: carltonm [priv]
davetand  64178      1  0 Sep09 ?        00:00:38 tmux
davetand  64179  64178  0 Sep09 pts/274  00:00:00 -bash
carltonm  64204  64164  0 19:29 ?        00:00:00 sshd: carltonm@pts/324
carltonm  64205  64204  0 19:29 pts/324  00:00:00 -bash
carltonm  64274  64205  0 19:29 pts/324  00:00:00 python
davidja+  64377      1  0 Jul11 ?        00:15:43 tmux
davidja+  64378  64377  0 Jul11 pts/162  00:00:00 -bash
dooleyd1  64395      1  0 Aug01 ?        00:17:45 tmux new
dooleyd1  64396  64395  0 Aug01 pts/249  00:00:00 -bash
dooleyd1  64441  64395  0 Aug01 pts/250  00:00:00 -bash
15869     64669  62455  0 Feb22 pts/69   00:00:00 -bash
15869     64738  62455  0 Feb22 pts/82   00:00:00 -bash
davidja+  64888  64378  0 Jul11 pts/162  00:00:00 vim tutorial.txt
root      65106      2  0 19:35 ?        00:00:00 [kworker/31:0]
mark2020  65511  56604  0 Feb19 pts/100  00:00:00 -bash
15869     65713  62455  0 Feb22 pts/23   00:00:00 -bash
iwalker+  65742      1  0 Sep07 ?        00:02:11 tmux new
root      65831      2  0 17:32 ?        00:00:01 [kworker/29:2]
alexkna+  66175      1  0 Sep07 ?        00:00:00 /bin/bash /usr/bin/atom .
alexkna+  66177  66175  0 Sep07 ?        00:00:04 /usr/share/atom/atom --executed-from=/home/alexknauth --pid=66164 .
alexkna+  66179  66177  0 Sep07 ?        00:00:00 /usr/share/atom/atom --type=zygote --no-sandbox
root      66234 127891  0 19:43 ?        00:00:00 sshd: pwalanki [priv]
alexkna+  66240  66179  0 Sep07 ?        00:00:02 /usr/share/atom/atom --type=renderer --enable-experimental-web-platform-features --no-sandbox --primordial-pipe-token=3AA21615256413519EE5F5B1D6CABE2C --lang=en-US --app-path=/usr/share/atom/resources/app --node-integration=true --disable-blink-features=Auxclick --hidden-page --enable-pinch --num-raster-threads=4 --enable-main-frame-before-activation --content-image-texture-target=0,0,3553;0,1,3553;0,2,3553;0,3,3553;0,4,3553;0,5,3553;0,6,3553;0,7,3553;0,8,3553;0,9,3553;0,10,3553;0,11,3553;0,12,3553;0,13,3553;0,14,3553;0,15,3553;1,0,3553;1,1,3553;1,2,3553;1,3,3553;1,4,3553;1,5,3553;1,6,3553;1,7,3553;1,8,3553;1,9,3553;1,10,3553;1,11,3553;1,12,3553;1,13,3553;1,14,3553;1,15,3553;2,0,3553;2,1,3553;2,2,3553;2,3,3553;2,4,3553;2,5,3553;2,6,3553;2,7,3553;2,8,3553;2,9,3553;2,10,3553;2,11,3553;2,12,3553;2,13,3553;2,14,3553;2,15,3553;3,0,3553;3,1,3553;3,2,3553;3,3,3553;3,4,3553;3,5,3553;3,6,3553;3,7,3553;3,8,3553;3,9,3553;3,10,3553;3,11,3553;3,12,3553;3,13,3553;3,14,3553;3,15,3553 --disable-accelerated-video-decode --service-request-channel-token=3AA21615256413519EE5F5B1D6CABE2C --renderer-client-id=4 --v8-natives-passed-by-fd --v8-snapshot-passed-by-fd
root      66250 127891  0 19:43 ?        00:00:00 sshd: pwalanki [priv]
pwalanki  66253  66234  0 19:43 ?        00:00:03 sshd: pwalanki@pts/164
pwalanki  66254  66250  0 19:43 ?        00:00:00 sshd: pwalanki@notty
pwalanki  66255  66254  0 19:43 ?        00:00:00 /usr/libexec/openssh/sftp-server
pwalanki  66275  66253  0 19:43 pts/164  00:00:00 -bash
alexkna+  66298  66240  0 Sep07 ?        00:00:00 /usr/share/atom/atom /usr/share/atom/resources/app/src/task-bootstrap.js /home/alexknauth/.atom/compile-cache /usr/share/atom/resources/app/node_modules/spell-check/lib/spell-check-handler.js
alexkna+  66300  66240  0 Sep07 ?        00:00:00 [apm] <defunct>
alexkna+  66302  66240  0 Sep07 ?        00:00:00 [apm] <defunct>
alexkna+  66335  66177  0 Sep07 ?        00:10:08 /usr/share/atom/atom --executed-from=/home/alexknauth --pid=66164 .
14397     66388  87648  0 Feb08 pts/126  00:00:00 less
15869     66440  62455  0 Feb22 pts/84   00:00:00 -bash
iwalker+  66480  65742  0 Sep07 pts/230  00:00:00 -bash
15696     66600      1  0 Apr27 ?        00:00:00 ssh-agent
pwalanki  66760  66275  0 19:46 pts/164  00:00:00 sh myScript.sh
pwalanki  66765  66760  0 19:46 pts/164  00:00:01 links =
15696     67047      1  0 Apr27 ?        00:00:00 ssh-agent
dpatel98  67301  59242  0 19:53 pts/252  00:00:00 vim myScript.sh
colemcl+  67407  61513  0 Jul13 pts/158  00:00:00 -bash
colemcl+  67444  61513  0 Jul13 pts/166  00:00:00 -bash
root      67956 127891  0 19:55 ?        00:00:00 sshd: avadhera [priv]
avadhera  67958  67956  0 19:55 ?        00:00:00 sshd: avadhera@pts/288
avadhera  67959  67958  0 19:55 pts/288  00:00:00 -bash
root      68148 127891  0 19:56 ?        00:00:00 sshd: costastephen [priv]
costast+  68150  68148  0 19:56 ?        00:00:00 sshd: costastephen@pts/353
costast+  68151  68150  0 19:56 pts/353  00:00:00 -bash
zhangle+  68227  49201  0 Jul31 pts/180  00:00:00 -bash
colemcl+  68442  61573  0 Jul11 pts/161  00:00:00 vim tutorial.txt
root      68632      2  0 19:59 ?        00:00:00 [kworker/19:1]
colemcl+  68633  61514  0 Jul11 pts/136  00:00:00 man date
colemcl+  68645  68633  0 Jul11 pts/136  00:00:00 less -s
root      69027      2  0 20:02 ?        00:00:00 [kworker/29:0]
epsteinw  69056      1  0 Sep07 ?        00:00:00 ssh-agent
15696     69075      1  0 Aug01 ?        00:00:00 ssh-agent
root      69399      2  0 Sep07 ?        00:00:13 [kworker/10:2]
kristib+  69437      1  0 Sep07 ?        00:02:20 tmux
kristib+  69438  69437  0 Sep07 pts/267  00:00:00 -bash
vabakum+  69508  47854  0 Sep10 pts/402  00:00:00 -bash
jrafkind  69764      1  0 Jan06 ?        00:00:00 ssh-agent
kristib+  69945  69437  0 Sep07 pts/269  00:00:00 -bash
mark2020  70120  56604  0 Jan26 pts/22   00:00:00 -bash
ahslaug+  70155      1  0 Apr27 ?        00:00:00 ssh-agent -s
kristib+  70161  69437  0 Sep07 pts/271  00:00:00 -bash
mark2020  70571  59131  0 Mar24 pts/39   00:00:00 vim traps.h
root      70616 127891  0 20:12 ?        00:00:00 sshd: calvi4455 [priv]
calvi44+  70675  70616  0 20:12 ?        00:00:01 sshd: calvi4455@pts/337
calvi44+  70676  70675  0 20:12 pts/337  00:00:00 -bash
dooleyd1  71220  64396  0 Aug01 pts/249  00:00:00 vim hello.s
root      71293      2  0 Sep10 ?        00:00:05 [kworker/14:0]
root      71558 127891  0 20:18 ?        00:00:00 sshd: billyxu008 [priv]
billyxu+  71612  71558  0 20:18 ?        00:00:00 sshd: billyxu008@pts/308
billyxu+  71613  71612  0 20:18 pts/308  00:00:00 -bash
mark2020  72054  59325  0 Mar24 pts/6    00:00:00 vim swtch.S
thomasa+  72260  62738  0 Aug01 pts/248  00:00:00 vim README.md
root      72469 127891  0 20:28 ?        00:00:00 sshd: tdaga [priv]
tdaga     72471  72469  0 20:28 ?        00:00:00 sshd: tdaga@pts/332
tdaga     72472  72471  0 20:28 pts/332  00:00:00 -bash
root      72650      2  0 20:29 ?        00:00:00 [kworker/3:2]
root      72652      2  0 20:29 ?        00:00:00 [kworker/25:1]
madison+  72654      1  0 Apr22 ?        00:36:05 tmux
madison+  72655  72654  0 Apr22 pts/98   00:00:00 -bash
mark2020  72780  56604  0 Feb03 pts/56   00:00:00 -bash
billyxu+  72910  71613  0 20:30 pts/308  00:00:00 grep --color=auto Graphics
root      73819 127891  0 20:36 ?        00:00:00 sshd: davetand [priv]
davetand  73878  73819  0 20:36 ?        00:00:00 sshd: davetand@pts/246
davetand  73879  73878  0 20:36 pts/246  00:00:00 -bash
root      73949 127891  0 20:37 ?        00:00:00 sshd: rishmathur21 [priv]
rishmat+  73957  73949  0 20:37 ?        00:00:00 sshd: rishmathur21@pts/342
rishmat+  73958  73957  0 20:37 pts/342  00:00:00 -bash
davetand  74120  73879  0 20:38 pts/246  00:00:00 vim myScript.sh
root      74793      2  0 20:41 ?        00:00:00 [kworker/14:2]
14823     75020  11817  0 Mar02 pts/113  00:00:00 -bash
14823     75123  11817  0 Mar02 pts/114  00:00:00 -bash
root      75133      2  0 20:43 ?        00:00:00 [kworker/28:0]
root      75314      2  0 20:44 ?        00:00:00 [kworker/24:0]
mark2020  75360  56604  0 Feb07 pts/37   00:00:00 -bash
root      75572      2  0 20:46 ?        00:00:00 [kworker/22:0]
dooleyd1  75576  64395  0 Aug01 pts/234  00:00:00 -bash
